INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
I182069065,2647,Other,THREATS TO DO BODILY HARM,D14,785,,10-08-2018 10:00,2018,8,Friday,10,Part Two,RANSOM RD,42.34305189,-71.14524866,"(42.34305189, -71.14524866)"
I182069064,3201,Property Lost,PROPERTY - LOST,A1,77,,25-08-2018 13:00,2018,8,Saturday,13,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,"(42.36183857, -71.05976489)"
I182069063,3201,Property Lost,PROPERTY - LOST,B2,178,,27-08-2018 15:30,2018,8,Monday,15,Part Three,CHESTERTON ST,42.33010314,-71.07090185,"(42.33010314, -71.07090185)"
I182069062,3114,Investigate Property,INVESTIGATE PROPERTY,D14,778,,28-08-2018 16:12,2018,8,Tuesday,16,Part Three,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)"
I182069060,3114,Investigate Property,INVESTIGATE PROPERTY,D4,624,,28-08-2018 16:00,2018,8,Tuesday,16,Part Three,YAWKEY WAY,42.3465382,-71.09880598,"(42.34653820, -71.09880598)"
I182069059,2647,Other,THREATS TO DO BODILY HARM,D4,154,,28-08-2018 15:29,2018,8,Tuesday,15,Part Two,CONCORD SQ,42.34131756,-71.07878424,"(42.34131756, -71.07878424)"
I182069058,2647,Other,THREATS TO DO BODILY HARM,C6,913,,28-08-2018 15:58,2018,8,Tuesday,15,Part Two,OYSTER BAY RD,42.31936372,-71.0396011,"(42.31936372, -71.03960110)"
I182069058,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C6,913,,28-08-2018 15:58,2018,8,Tuesday,15,Part Two,OYSTER BAY RD,42.31936372,-71.0396011,"(42.31936372, -71.03960110)"
I182069058,2403,Disorderly Conduct,DISTURBING THE PEACE,C6,913,,28-08-2018 15:58,2018,8,Tuesday,15,Part Two,OYSTER BAY RD,42.31936372,-71.0396011,"(42.31936372, -71.03960110)"
I182069057,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,370,,28-08-2018 15:18,2018,8,Tuesday,15,Part Two,WILLIAM T MORRISSEY BLVD,42.29623685,-71.04853645,"(42.29623685, -71.04853645)"
I182069056,3108,Fire Related Reports,"FIRE REPORT - HOUSE, BUILDING, ETC.",B2,326,,28-08-2018 14:49,2018,8,Tuesday,14,Part Three,CRESTON ST,42.31195475,-71.07871912,"(42.31195475, -71.07871912)"
I182069054,3207,Property Found,PROPERTY - FOUND,D14,778,,28-08-2018 15:23,2018,8,Tuesday,15,Part Three,WASHINGTON ST,42.349056,-71.1504985,"(42.34905600, -71.15049850)"
I182069053,3807,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER CITY VEHICLE,B2,328,,28-08-2018 15:00,2018,8,Tuesday,15,Part Three,LAWRENCE AVE,42.31136222,-71.07582056,"(42.31136222, -71.07582056)"
I182069052,3106,Property Related Damage,PROPERTY - ACCIDENTAL DAMAGE,E18,520,,28-08-2018 11:00,2018,8,Tuesday,11,Part Three,HYDE PARK AVE,42.25767476,-71.12367146,"(42.25767476, -71.12367146)"
I182069051,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,E5,713,,26-08-2018 20:30,2018,8,Sunday,20,Part One,GROVE ST,42.26523483,-71.15843028,"(42.26523483, -71.15843028)"
I182069049,3115,Investigate Person,INVESTIGATE PERSON,D4,285,,28-08-2018 14:10,2018,8,Tuesday,14,Part Three,GREENWICH ST,42.33551719,-71.08347976,"(42.33551719, -71.08347976)"
I182069048,3301,Verbal Disputes,VERBAL DISPUTE,C6,915,,28-08-2018 15:14,2018,8,Tuesday,15,Part Three,REV RICHARD A BURKE ST,42.33191971,-71.05210788,"(42.33191971, -71.05210788)"
I182069047,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,467,,28-08-2018 14:40,2018,8,Tuesday,14,Part Two,WESTMORE RD,42.28469164,-71.09621548,"(42.28469164, -71.09621548)"
I182069046,1402,Vandalism,VANDALISM,C11,357,,28-08-2018 08:00,2018,8,Tuesday,8,Part Two,DAKOTA ST,42.29938509,-71.06978865,"(42.29938509, -71.06978865)"
I182069045,2616,Other,POSSESSION OF BURGLARIOUS TOOLS,D4,168,,28-08-2018 14:13,2018,8,Tuesday,14,Part Two,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)"
I182069045,613,Larceny,LARCENY SHOPLIFTING,D4,168,,28-08-2018 14:13,2018,8,Tuesday,14,Part One,WASHINGTON ST,42.33816387,-71.07461217,"(42.33816387, -71.07461217)"
I182069043,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A7,17,,28-08-2018 13:29,2018,8,Tuesday,13,Part Three,NEPTUNE RD,42.38031937,-71.02593214,"(42.38031937, -71.02593214)"
I182069040,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,771,,28-08-2018 14:22,2018,8,Tuesday,14,Part Three,WASHINGTON ST,42.34913254,-71.15423043,"(42.34913254, -71.15423043)"
I182069038,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,111,,16-08-2018 22:00,2018,8,Thursday,22,Part Three,TREMONT ST,42.35311007,-71.06432264,"(42.35311007, -71.06432264)"
I182069037,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,A1,106,,21-08-2018 17:00,2018,8,Tuesday,17,Part Two,FEDERAL ST,42.35380161,-71.05620401,"(42.35380161, -71.05620401)"
I182069035,1402,Vandalism,VANDALISM,C11,337,,27-08-2018 21:00,2018,8,Monday,21,Part Two,WYOLA PL,42.308023,-71.07474175,"(42.30802300, -71.07474175)"
I182069034,1402,Vandalism,VANDALISM,A7,907,,28-08-2018 14:56,2018,8,Tuesday,14,Part Two,CUNARD WAY,42.37042773,-71.04096159,"(42.37042773, -71.04096159)"
I182069032,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2,291,,28-08-2018 14:09,2018,8,Tuesday,14,Part Three,CEDAR ST,42.32814382,-71.09699557,"(42.32814382, -71.09699557)"
I182069031,1106,Confidence Games,FRAUD - CREDIT CARD / ATM FRAUD,C11,949,,23-08-2018 09:00,2018,8,Thursday,9,Part Two,BOWDOIN ST,42.30839354,-71.06473124,"(42.30839354, -71.06473124)"
I182069030,3410,Towed,TOWED MOTOR VEHICLE,D14,795,,28-08-2018 13:36,2018,8,Tuesday,13,Part Three,BARROWS ST,42.35280917,-71.13816717,"(42.35280917, -71.13816717)"
I182069029,3410,Towed,TOWED MOTOR VEHICLE,B2,281,,28-08-2018 12:58,2018,8,Tuesday,12,Part Three,MORELAND ST,42.32572097,-71.08220072,"(42.32572097, -71.08220072)"
I182069028,3102,Other,INVESTIGATION FOR ANOTHER AGENCY,C6,958,,28-08-2018 08:57,2018,8,Tuesday,8,Part Three,BELLFLOWER ST,42.32445145,-71.0581068,"(42.32445145, -71.05810680)"
I182069027,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,448,,27-08-2018 06:00,2018,8,Monday,6,Part Three,WHEATLAND AVE,42.29302124,-71.07537576,"(42.29302124, -71.07537576)"
I182069026,613,Larceny,LARCENY SHOPLIFTING,D4,143,,28-08-2018 12:34,2018,8,Tuesday,12,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182069025,613,Larceny,LARCENY SHOPLIFTING,D4,143,,28-08-2018 12:34,2018,8,Tuesday,12,Part One,BOYLSTON ST,42.34862382,-71.08277637,"(42.34862382, -71.08277637)"
I182069024,1843,Drug Violation,DRUGS - POSS CLASS B - INTENT TO MFR DIST DISP,C6,179,,28-08-2018 14:09,2018,8,Tuesday,14,Part Two,GERARD ST,42.3322228,-71.07167184,"(42.33222280, -71.07167184)"
I182069023,1806,Drug Violation,DRUGS - CLASS B TRAFFICKING OVER 18 GRAMS,E18,501,,28-08-2018 10:04,2018,8,Tuesday,10,Part Two,CUMMINS HWY,42.279922,-71.118879,"(42.27992200, -71.11887900)"
I182069023,1841,Drug Violation,DRUGS - POSS CLASS A - INTENT TO MFR DIST DISP,E18,501,,28-08-2018 10:04,2018,8,Tuesday,10,Part Two,CUMMINS HWY,42.279922,-71.118879,"(42.27992200, -71.11887900)"
I182069023,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E18,501,,28-08-2018 10:04,2018,8,Tuesday,10,Part Two,CUMMINS HWY,42.279922,-71.118879,"(42.27992200, -71.11887900)"
I182069023,2907,Violations,VAL - OPERATING AFTER REV/SUSP.,E18,501,,28-08-2018 10:04,2018,8,Tuesday,10,Part Two,CUMMINS HWY,42.279922,-71.118879,"(42.27992200, -71.11887900)"
I182069023,3125,Warrant Arrests,WARRANT ARREST,E18,501,,28-08-2018 10:04,2018,8,Tuesday,10,Part Three,CUMMINS HWY,42.279922,-71.118879,"(42.27992200, -71.11887900)"
I182069022,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A1,66,,28-08-2018 13:21,2018,8,Tuesday,13,Part Three,ANDERSON ST,42.36002828,-71.06776812,"(42.36002828, -71.06776812)"
I182069021,724,Auto Theft,AUTO THEFT,C11, ,,21-08-2018 14:18,2018,8,Tuesday,14,Part One,,42.30521265,-71.0683617,"(42.30521265, -71.06836170)"
I182069020,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,E18,496,,28-08-2018 13:20,2018,8,Tuesday,13,Part Three,HYDE PARK AVE,42.26701085,-71.12096171,"(42.26701085, -71.12096171)"
I182069019,3301,Verbal Disputes,VERBAL DISPUTE,, ,,28-08-2018 13:23,2018,8,Tuesday,13,Part Three,DR. MICHAEL GAVIN,-1,-1,"(-1.00000000, -1.00000000)"
I182069018,3115,Investigate Person,INVESTIGATE PERSON,E18,480,,25-08-2018 21:00,2018,8,Saturday,21,Part Three,FAIRLAWN AVE,42.26788791,-71.10067012,"(42.26788791, -71.10067012)"
I182069016,616,Larceny,LARCENY THEFT OF BICYCLE,D4,270,,28-08-2018 11:30,2018,8,Tuesday,11,Part One,NORTHAMPTON ST,42.33395125,-71.07538939,"(42.33395125, -71.07538939)"
I182069015,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,340,,28-08-2018 13:14,2018,8,Tuesday,13,Part Three,HAMILTON ST,42.30418639,-71.06554861,"(42.30418639, -71.06554861)"
I182069014,423,Aggravated Assault,ASSAULT - AGGRAVATED,D4,627,,28-08-2018 13:47,2018,8,Tuesday,13,Part One,KILMARNOCK ST,42.34353469,-71.09980109,"(42.34353469, -71.09980109)"
I182069014,3125,Warrant Arrests,WARRANT ARREST,D4,627,,28-08-2018 13:47,2018,8,Tuesday,13,Part Three,KILMARNOCK ST,42.34353469,-71.09980109,"(42.34353469, -71.09980109)"
I182069013,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E18,491,,28-08-2018 13:13,2018,8,Tuesday,13,Part Three,VICTORIA HEIGHTS RD,42.27047035,-71.11264703,"(42.27047035, -71.11264703)"
I182069012,1415,Vandalism,GRAFFITI,C11,357,,28-08-2018 13:00,2018,8,Tuesday,13,Part Two,DAKOTA ST,42.29938509,-71.06978865,"(42.29938509, -71.06978865)"
I182069011,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D4,905,,28-08-2018 11:52,2018,8,Tuesday,11,Part Three,HARRISON ARCHWAYS,42.33936768,-71.07035467,"(42.33936768, -71.07035467)"
I182069010,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E13,642,,28-08-2018 09:49,2018,8,Tuesday,9,Part Three,MYRTLE ST,42.3151281,-71.11568422,"(42.31512810, -71.11568422)"
I182069010,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,E13,642,,28-08-2018 09:49,2018,8,Tuesday,9,Part Three,MYRTLE ST,42.3151281,-71.11568422,"(42.31512810, -71.11568422)"
I182069009,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A1, ,,26-08-2018 11:00,2018,8,Sunday,11,Part Three,CAUSEWAY ST,,,"(0.00000000, 0.00000000)"
I182069008,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,E13,912,,28-08-2018 12:43,2018,8,Tuesday,12,Part Three,CENTRE ST,42.32290252,-71.10220402,"(42.32290252, -71.10220402)"
I182069007,3115,Investigate Person,INVESTIGATE PERSON,E5,691,,28-08-2018 13:31,2018,8,Tuesday,13,Part Three,CENTRE ST,42.28709355,-71.14822128,"(42.28709355, -71.14822128)"
I182069006,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,B2, ,,28-08-2018 13:02,2018,8,Tuesday,13,Part Three,ELM HILL AVE,,,"(0.00000000, 0.00000000)"
I182069005,616,Larceny,LARCENY THEFT OF BICYCLE,D4,146,,28-08-2018 09:20,2018,8,Tuesday,9,Part One,GARRISON ST,42.34638257,-71.0803026,"(42.34638257, -71.08030260)"
I182069004,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B3,476,,28-08-2018 12:01,2018,8,Tuesday,12,Part Three,CUMMINS HWY,42.2680362,-71.09484348,"(42.26803620, -71.09484348)"
I182069003,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,33,,28-08-2018 12:14,2018,8,Tuesday,12,Part Three,MAVERICK ST,42.36726793,-71.03232791,"(42.36726793, -71.03232791)"
I182069002,3301,Verbal Disputes,VERBAL DISPUTE,C11,343,,28-08-2018 12:15,2018,8,Tuesday,12,Part Three,GENEVA AVE,42.30328018,-71.07122308,"(42.30328018, -71.07122308)"
I182069001,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,309,,28-08-2018 12:57,2018,8,Tuesday,12,Part Two,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,"(42.31860134, -71.08405792)"
I182069001,613,Larceny,LARCENY SHOPLIFTING,B2,309,,28-08-2018 12:57,2018,8,Tuesday,12,Part One,MARTIN LUTHER KING JR BLV,42.31860134,-71.08405792,"(42.31860134, -71.08405792)"
I182069000,3115,Investigate Person,INVESTIGATE PERSON,A15,900,,28-08-2018 11:58,2018,8,Tuesday,11,Part Three,WALFORD WAY,42.37807304,-71.05457377,"(42.37807304, -71.05457377)"
I182068998,2629,Harassment,HARASSMENT,A1,79,,21-08-2018 05:00,2018,8,Tuesday,5,Part Two,THACHER ST,42.36531759,-71.05707791,"(42.36531759, -71.05707791)"
I182068997,3207,Property Found,PROPERTY - FOUND,C11,402,,28-08-2018 09:30,2018,8,Tuesday,9,Part Three,BAILEY ST,42.28466568,-71.06602188,"(42.28466568, -71.06602188)"
I182068995,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,C11,462,,28-08-2018 12:50,2018,8,Tuesday,12,Part Two,BOWDOIN ST,42.30096792,-71.07204777,"(42.30096792, -71.07204777)"
I182068994,3410,Towed,TOWED MOTOR VEHICLE,C6,206,,28-08-2018 11:25,2018,8,Tuesday,11,Part Three,SEAPORT BLVD,42.35265112,-71.04757739,"(42.35265112, -71.04757739)"
I182068993,3301,Verbal Disputes,VERBAL DISPUTE,C11,817,,28-08-2018 11:52,2018,8,Tuesday,11,Part Three,TALBOT AVE,42.2871482,-71.06493039,"(42.28714820, -71.06493039)"
I182068992,3410,Towed,TOWED MOTOR VEHICLE,E13,636,,28-08-2018 11:05,2018,8,Tuesday,11,Part Three,CENTRE ST,42.31974608,-71.1114998,"(42.31974608, -71.11149980)"
I182068991,3410,Towed,TOWED MOTOR VEHICLE,A1,66,,28-08-2018 11:38,2018,8,Tuesday,11,Part Three,PINCKNEY ST,42.35877431,-71.07142509,"(42.35877431, -71.07142509)"
I182068988,1402,Vandalism,VANDALISM,A7,26,,28-08-2018 09:17,2018,8,Tuesday,9,Part Two,BORDER ST,42.38093345,-71.04023929,"(42.38093345, -71.04023929)"
I182068987,619,Larceny,LARCENY ALL OTHERS,A15,900,,01-02-2018 08:00,2018,2,Thursday,8,Part One,WALFORD WAY,42.37840325,-71.05729035,"(42.37840325, -71.05729035)"
I182068986,619,Larceny,LARCENY ALL OTHERS,C6, ,,10-08-2018 12:30,2018,8,Friday,12,Part One,PIER 4,42.35167379,-71.04335716,"(42.35167379, -71.04335716)"
I182068985,619,Larceny,LARCENY ALL OTHERS,B2,264,,17-08-2018 16:00,2018,8,Friday,16,Part One,JULIAN ST,42.31940749,-71.07567842,"(42.31940749, -71.07567842)"
I182068984,3301,Verbal Disputes,VERBAL DISPUTE,A7,902,,28-08-2018 12:03,2018,8,Tuesday,12,Part Three,SUMNER ST,42.36865862,-71.03924873,"(42.36865862, -71.03924873)"
I182068983,1402,Vandalism,VANDALISM,C6,207,,26-08-2018 02:20,2018,8,Sunday,2,Part Two,MARINA PARK DR,42.35300247,-71.0450227,"(42.35300247, -71.04502270)"
I182068982,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,220,,25-08-2018 19:30,2018,8,Saturday,19,Part Three,G ST,42.33285027,-71.04417249,"(42.33285027, -71.04417249)"
I182068981,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,266,,28-08-2018 12:19,2018,8,Tuesday,12,Part One,WINTHROP ST,42.32562939,-71.0797627,"(42.32562939, -71.07976270)"
I182068980,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,C11,355,,27-08-2018 23:50,2018,8,Monday,23,Part Three,DORCHESTER AVE,42.29721224,-71.06104499,"(42.29721224, -71.06104499)"
I182068979,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,623,,28-08-2018 11:56,2018,8,Tuesday,11,Part Two,BEACON ST,42.34854604,-71.09799504,"(42.34854604, -71.09799504)"
I182068978,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,92,,28-08-2018 10:30,2018,8,Tuesday,10,Part Two,COURT ST,42.35892279,-71.05835354,"(42.35892279, -71.05835354)"
I182068977,3114,Investigate Property,INVESTIGATE PROPERTY,A1,71,,28-08-2018 10:30,2018,8,Tuesday,10,Part Three,BEACON ST,42.35740677,-71.06411874,"(42.35740677, -71.06411874)"
I182068976,3502,Missing Person Located,MISSING PERSON - LOCATED,C11,358,,28-08-2018 11:06,2018,8,Tuesday,11,Part Three,LARCHMONT ST,42.29703368,-71.06860662,"(42.29703368, -71.06860662)"
I182068975,2629,Harassment,HARASSMENT,B2,305,,28-08-2018 11:51,2018,8,Tuesday,11,Part Two,WALNUT AVE,42.31966035,-71.08946896,"(42.31966035, -71.08946896)"
I182068974,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,E13,302,,21-08-2018 20:30,2018,8,Tuesday,20,Part One,COLUMBUS AVE,42.32492546,-71.09839601,"(42.32492546, -71.09839601)"
I182068973,3201,Property Lost,PROPERTY - LOST,D4,937,,01-05-2018 11:46,2018,5,Tuesday,11,Part Three,SHAWMUT AVE,42.33632386,-71.07956047,"(42.33632386, -71.07956047)"
I182068972,3410,Towed,TOWED MOTOR VEHICLE,A1,66,,28-08-2018 09:00,2018,8,Tuesday,9,Part Three,REVERE ST,42.35950778,-71.06920819,"(42.35950778, -71.06920819)"
I182068971,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4,134,,28-08-2018 10:41,2018,8,Tuesday,10,Part Two,BOYLSTON ST,42.35009599,-71.0773211,"(42.35009599, -71.07732110)"
I182068971,2405,Disorderly Conduct,DISORDERLY CONDUCT,D4,134,,28-08-2018 10:41,2018,8,Tuesday,10,Part Two,BOYLSTON ST,42.35009599,-71.0773211,"(42.35009599, -71.07732110)"
I182068971,802,Simple Assault,ASSAULT SIMPLE - BATTERY,D4,134,,28-08-2018 10:41,2018,8,Tuesday,10,Part Two,BOYLSTON ST,42.35009599,-71.0773211,"(42.35009599, -71.07732110)"
I182068970,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,C6,229,,28-08-2018 11:11,2018,8,Tuesday,11,Part Three,E SIXTH ST,42.33304112,-71.0398992,"(42.33304112, -71.03989920)"
I182068969,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,256,,28-08-2018 10:50,2018,8,Tuesday,10,Part One,MOUNT VERNON ST,42.32031058,-71.04920483,"(42.32031058, -71.04920483)"
I182068965,3115,Investigate Person,INVESTIGATE PERSON,B3,432,,28-08-2018 10:43,2018,8,Tuesday,10,Part Three,HANNON ST,42.28187558,-71.08550538,"(42.28187558, -71.08550538)"
I182068964,2629,Harassment,HARASSMENT,C11,397,,23-08-2018 00:03,2018,8,Thursday,0,Part Two,WELLES AVE,42.28944478,-71.06559395,"(42.28944478, -71.06559395)"
I182068963,3801,Motor Vehicle Accident Response,M/V ACCIDENT - OTHER,A15,50,,28-08-2018 09:50,2018,8,Tuesday,9,Part Three,ROLAND ST,42.38167991,-71.07962293,"(42.38167991, -71.07962293)"
I182068962,613,Larceny,LARCENY SHOPLIFTING,C11,350,,28-08-2018 09:59,2018,8,Tuesday,9,Part One,DORCHESTER AVE,42.30254239,-71.0595669,"(42.30254239, -71.05956690)"
I182068961,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B3,444,,28-08-2018 11:08,2018,8,Tuesday,11,Part Two,BRADSHAW ST,42.29813306,-71.08393278,"(42.29813306, -71.08393278)"
I182068960,2647,Other,THREATS TO DO BODILY HARM,C11,360,,29-07-2018 10:58,2018,7,Sunday,10,Part Two,DORCHESTER AVE,42.29666202,-71.06121836,"(42.29666202, -71.06121836)"
I182068959,2905,Violations,VAL - OPERATING WITHOUT LICENSE,D14,782,,28-08-2018 10:45,2018,8,Tuesday,10,Part Two,N BEACON ST,42.35413579,-71.14116513,"(42.35413579, -71.14116513)"
I182068958,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E18,515,,27-08-2018 15:45,2018,8,Monday,15,Part Two,DANA AVE,42.2457775,-71.118076,"(42.24577750, -71.11807600)"
I182068957,3410,Towed,TOWED MOTOR VEHICLE,D4,130,,28-08-2018 09:32,2018,8,Tuesday,9,Part Three,HUNTINGTON AVE,42.34852918,-71.07805107,"(42.34852918, -71.07805107)"
I182068956,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",B2, ,,28-08-2018 10:41,2018,8,Tuesday,10,Part Two,DUDLEY ST,,,"(0.00000000, 0.00000000)"
I182068956,3125,Warrant Arrests,WARRANT ARREST,B2, ,,28-08-2018 10:41,2018,8,Tuesday,10,Part Three,DUDLEY ST,,,"(0.00000000, 0.00000000)"
I182068956,2101,Operating Under the Influence,OPERATING UNDER THE INFLUENCE ALCOHOL,B2, ,,28-08-2018 10:41,2018,8,Tuesday,10,Part Two,DUDLEY ST,,,"(0.00000000, 0.00000000)"
I182068956,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2, ,,28-08-2018 10:41,2018,8,Tuesday,10,Part Three,DUDLEY ST,,,"(0.00000000, 0.00000000)"
I182068952,2647,Other,THREATS TO DO BODILY HARM,A7,10,,28-08-2018 10:10,2018,8,Tuesday,10,Part Two,SARATOGA ST,42.38685489,-71.00738288,"(42.38685489, -71.00738288)"
I182068951,2005,Offenses Against Child / Family,CHILD ENDANGERMENT,B2,612,,28-08-2018 10:41,2018,8,Tuesday,10,Part Two,LONGWOOD AVE,42.33744152,-71.10428096,"(42.33744152, -71.10428096)"
I182068950,613,Larceny,LARCENY SHOPLIFTING,B3,406,,28-08-2018 09:56,2018,8,Tuesday,9,Part One,RIVER ST,42.27222808,-71.07006149,"(42.27222808, -71.07006149)"
I182068949,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C6,178,,28-08-2018 09:23,2018,8,Tuesday,9,Part Three,MASSACHUSETTS AVE,42.33152148,-71.07085307,"(42.33152148, -71.07085307)"
I182068948,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,A1,79,,28-08-2018 09:41,2018,8,Tuesday,9,Part One,THACHER ST,42.36531759,-71.05707791,"(42.36531759, -71.05707791)"
I182068947,2610,Other,TRESPASSING,A1, ,,28-08-2018 09:10,2018,8,Tuesday,9,Part Two,LONG WHRF,,,"(0.00000000, 0.00000000)"
I182068946,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,587,,28-08-2018 09:44,2018,8,Tuesday,9,Part Three,ALLEGHANY ST,42.33056977,-71.09959089,"(42.33056977, -71.09959089)"
I182068945,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,A7,902,,28-08-2018 09:29,2018,8,Tuesday,9,Part Three,MARGINAL ST,42.36728587,-71.04041697,"(42.36728587, -71.04041697)"
I182068944,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,321,,27-08-2018 16:00,2018,8,Monday,16,Part One,BLUE HILL AVE,42.30989454,-71.08231854,"(42.30989454, -71.08231854)"
I182068943,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,131,,25-08-2018 22:00,2018,8,Saturday,22,Part One,BEACON ST,42.35451931,-71.07588082,"(42.35451931, -71.07588082)"
I182068941,1402,Vandalism,VANDALISM,C11,341,,27-08-2018 00:30,2018,8,Monday,0,Part Two,HOMES AVE,42.30344073,-71.06674608,"(42.30344073, -71.06674608)"
I182068939,3802,Motor Vehicle Accident Response,M/V ACCIDENT - PROPERTY  DAMAGE,D14,784,,28-08-2018 09:35,2018,8,Tuesday,9,Part Three,WARREN ST,42.34946444,-71.14270449,"(42.34946444, -71.14270449)"
I182068938,423,Aggravated Assault,ASSAULT - AGGRAVATED,B3,456,,28-08-2018 09:25,2018,8,Tuesday,9,Part One,ELLINGTON ST,42.30154555,-71.08118184,"(42.30154555, -71.08118184)"
I182068937,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E18,543,,28-08-2018 07:54,2018,8,Tuesday,7,Part Two,PERKINS AVE,42.25533058,-71.12859511,"(42.25533058, -71.12859511)"
I182068935,613,Larceny,LARCENY SHOPLIFTING,C11,381,,28-08-2018 09:16,2018,8,Tuesday,9,Part One,GALLIVAN BLVD,42.28512354,-71.04405667,"(42.28512354, -71.04405667)"
I182068934,3201,Property Lost,PROPERTY - LOST,C11,459,,23-08-2018 12:00,2018,8,Thursday,12,Part Three,WASHINGTON ST,42.30356539,-71.07868148,"(42.30356539, -71.07868148)"
I182068933,1402,Vandalism,VANDALISM,B3,427,,28-08-2018 08:49,2018,8,Tuesday,8,Part Two,ASTORIA ST,42.27913841,-71.0879709,"(42.27913841, -71.08797090)"
I182068932,3207,Property Found,PROPERTY - FOUND,B2,329,,25-08-2018 00:00,2018,8,Saturday,0,Part Three,BLUE HILL AVE,42.30938437,-71.08262277,"(42.30938437, -71.08262277)"
I182068929,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,479,,28-08-2018 08:48,2018,8,Tuesday,8,Part Three,RUGBY RD,42.27060214,-71.10360606,"(42.27060214, -71.10360606)"
